genome	coverage	abundance	hits_per_million
gb|AB039845.1|+|25-1945|ARO:3000186|tetM	146.87083333333698	0.31239659551107685	11168000.0
gb|HM990671|+|5192-6671|ARO:3003112|lsaC	133.02772143340363	0.2829520766051134	7792000.0
gb|AF227521.1|+|3269-4487|ARO:3000616|mel	43.11986863711025	0.09171664554081715	2080000.0
gb|EU722333.1|+|1932-3852|ARO:3000196|tet32	40.29479166666649	0.0857076619489534	3064000.0
gb|M18896.2|+|206-2126|ARO:3000190|tetO	23.461458333333127	0.049902894555134525	1784000.0
gb|AJ222769.3|+|3686-5606|ARO:3000194|tetW	21.778124999999847	0.04632241781575276	1656000.0
gb|KU736867.1|+|19653-21573|ARO:3004442|tet(W/N/W)	14.729166666666693	0.031329171469591514	1120000.0
gb|AF472622|+|52-1018|ARO:3003003|CfxA3	11.501035196687397	0.024462884554783095	440000.0
gb|AF002716.1|+|210-942|ARO:3005099|23S	8.278688524590171	0.017608901996960087	240000.0
gb|AY769934|+|27-993|ARO:3003096|CfxA5	6.064182194616984	0.012898611856158343	232000.0
gb|AY769933|+|0-966|ARO:3003005|CfxA4	5.8550724637681215	0.012453832136980467	224000.0
gb|U38243|+|149-1115|ARO:3003001|CfxA	5.8550724637681215	0.012453832136980467	224000.0
gb|AF118110.1|-|71-1037|ARO:3003002|CfxA2	5.018633540372673	0.010674713260268967	192000.0
gb|NC_008618.1|-|1667063-1670624|ARO:3004480|Bifidobacterium	2.3824768323504633	0.005067566067532906	336000.0
gb|CP001840.1|-|1610636-1613960|ARO:3003730|Bifidobacteria	1.0938628158844768	0.0023266635851579014	144000.0
gb|AF242872.1|+|2131-2878|ARO:3000375|ErmB	0.8112449799196787	0.001725530958738256	24000.0
