genome	coverage	abundance	hits_per_million
gb|HM990671|+|5192-6671|ARO:3003112|lsaC	55.31440162271893	0.30079032473500306	3240000.0
gb|Z21523|+|0-1974|ARO:3000191|tetQ	32.23404255319138	0.17528325070254566	2520000.0
gb|AJ222769.3|+|3686-5606|ARO:3000194|tetW	22.619791666666487	0.12300258669091778	1720000.0
gb|AB039845.1|+|25-1945|ARO:3000186|tetM	19.042708333333266	0.10355101484212194	1448000.0
gb|AF002716.1|+|210-942|ARO:3005099|23S	6.622950819672138	0.036014482111561455	192000.0
gb|M17124|+|1181-1982|ARO:3000498|ErmF	6.304619225967536	0.03428344895139271	200000.0
gb|AF118110.1|-|71-1037|ARO:3003002|CfxA2	6.064182194616984	0.03297599319635208	232000.0
gb|M18896.2|+|206-2126|ARO:3000190|tetO	5.576041666666672	0.030321567881947443	424000.0
gb|AY769934|+|27-993|ARO:3003096|CfxA5	5.018633540372673	0.027290477128015498	192000.0
gb|AF242872.1|+|2131-2878|ARO:3000375|ErmB	4.86746987951807	0.026468474804882475	144000.0
gb|KU736867.1|+|19653-21573|ARO:3004442|tet(W/N/W)	4.62916666666667	0.025172622392560136	352000.0
gb|U38243|+|149-1115|ARO:3003001|CfxA	4.600414078674949	0.025016270700680864	176000.0
gb|AY769933|+|0-966|ARO:3003005|CfxA4	4.391304347826087	0.02387916748701355	168000.0
gb|AF472622|+|52-1018|ARO:3003003|CfxA3	4.391304347826087	0.02387916748701355	168000.0
gb|M36726.1|+|295-1150|ARO:3000596|ErmX	1.1812865497076024	0.006423635698260955	40000.0
gb|M37699|+|585-1752|ARO:3000205|tetX	1.0385604113110543	0.0056475151897307126	48000.0
