genome	coverage	abundance	hits_per_million
gb|HM990671|+|5192-6671|ARO:3003112|lsaC	160.88979039892152	0.4666633773978319	9424000.0
gb|AB039845.1|+|25-1945|ARO:3000186|tetM	111.73125000000239	0.3240782547891997	8496000.0
gb|AF227521.1|+|3269-4487|ARO:3000616|mel	27.86206896551711	0.0808143709585359	1344000.0
gb|EU722333.1|+|1932-3852|ARO:3000196|tet32	19.568749999999916	0.05675946835290922	1488000.0
gb|AF242872.1|+|2131-2878|ARO:3000375|ErmB	9.46452476572958	0.027452003521724996	280000.0
gb|Z21523|+|0-1974|ARO:3000191|tetQ	5.014184397163108	0.014543721014701085	392000.0
gb|AF002716.1|+|210-942|ARO:3005099|23S	2.2076502732240435	0.006403324474856699	64000.0
gb|NC_008618.1|-|1667063-1670624|ARO:3004480|Bifidobacterium	1.9286717214265678	0.005594142780477174	272000.0
gb|AJ222769.3|+|3686-5606|ARO:3000194|tetW	1.7885416666666651	0.005187693344083119	136000.0
gb|KU736867.1|+|19653-21573|ARO:3004442|tet(W/N/W)	1.4729166666666658	0.0042722180480684515	112000.0
gb|AF472622|+|52-1018|ARO:3003003|CfxA3	1.4637681159420286	0.004245682532241941	56000.0
gb|M12730|+|779-1514|ARO:3000250|ErmC	1.3741496598639455	0.0039857427853699865	40000.0
