genome	coverage	abundance	hits_per_million
gb|HM990671|+|5192-6671|ARO:3003112|lsaC	165.26031102096354	0.25618623679228464	9680000.0
gb|AB039845.1|+|25-1945|ARO:3000186|tetM	109.31145833333564	0.16945442602453722	8312000.0
gb|Z21523|+|0-1974|ARO:3000191|tetQ	100.79533941235994	0.15625275379626952	7880000.0
gb|EU722333.1|+|1932-3852|ARO:3000196|tet32	44.923958333333324	0.06964103937678139	3416000.0
gb|AF227521.1|+|3269-4487|ARO:3000616|mel	35.82266009852214	0.05553222322911742	1728000.0
gb|AF118110.1|-|71-1037|ARO:3003002|CfxA2	35.33954451345746	0.05478329831841866	1352000.0
gb|AF242872.1|+|2131-2878|ARO:3000375|ErmB	25.419009370816585	0.03940450259028777	752000.0
gb|U38243|+|149-1115|ARO:3003001|CfxA	24.256728778467846	0.037602737307316954	928000.0
gb|AF472622|+|52-1018|ARO:3003003|CfxA3	21.538302277432685	0.03338863743666941	824000.0
gb|AY769934|+|27-993|ARO:3003096|CfxA5	18.401656314699807	0.028526214508999163	704000.0
gb|M18896.2|+|206-2126|ARO:3000190|tetO	18.306249999999956	0.02837831581161577	1392000.0
gb|AY769933|+|0-966|ARO:3003005|CfxA4	17.356107660455514	0.026905406866442418	664000.0
gb|AF002716.1|+|210-942|ARO:3005099|23S	14.90163934426227	0.02310049449899759	432000.0
gb|AJ222769.3|+|3686-5606|ARO:3000194|tetW	5.891666666666673	0.009133251065807405	448000.0
gb|KU736867.1|+|19653-21573|ARO:3004442|tet(W/N/W)	4.944791666666671	0.007665407144516928	376000.0
gb|NC_008618.1|-|1667063-1670624|ARO:3004480|Bifidobacterium	2.6093793878124107	0.004045055231937802	368000.0
