genome	coverage	abundance	hits_per_million
gb|AB039845.1|+|25-1945|ARO:3000186|tetM	469.6499999998998	0.5727616227336687	35712000.0
gb|HM990671|+|5192-6671|ARO:3003112|lsaC	188.06896551724535	0.22935949297460406	11016000.0
gb|Z21523|+|0-1974|ARO:3000191|tetQ	43.49037487335422	0.05303868345739007	3400000.0
gb|AF227521.1|+|3269-4487|ARO:3000616|mel	36.98357963875207	0.04510332181070163	1784000.0
gb|EU722333.1|+|1932-3852|ARO:3000196|tet32	19.253124999999926	0.02348014716852225	1464000.0
gb|AF472622|+|52-1018|ARO:3003003|CfxA3	11.501035196687397	0.014026086622746976	440000.0
gb|AY769934|+|27-993|ARO:3003096|CfxA5	9.200828157349914	0.011220869298197576	352000.0
gb|AF002716.1|+|210-942|ARO:3005099|23S	7.726775956284161	0.009423189045505705	224000.0
gb|AF118110.1|-|71-1037|ARO:3003002|CfxA2	7.318840579710156	0.008925691487202615	280000.0
gb|NC_008618.1|-|1667063-1670624|ARO:3004480|Bifidobacterium	5.1053074978938335	0.006226177381132038	720000.0
gb|AF242872.1|+|2131-2878|ARO:3000375|ErmB	4.86746987951807	0.005936122531247991	144000.0
gb|AY769933|+|0-966|ARO:3003005|CfxA4	4.600414078674949	0.005610434649098778	176000.0
gb|U38243|+|149-1115|ARO:3003001|CfxA	3.973084886128363	0.004845375378767124	152000.0
gb|AJ222769.3|+|3686-5606|ARO:3000194|tetW	3.051041666666667	0.003720897638727584	232000.0
gb|KU736867.1|+|19653-21573|ARO:3004442|tet(W/N/W)	2.314583333333332	0.0028227499328278205	176000.0
gb|M36726.1|+|295-1150|ARO:3000596|ErmX	1.6538011695906436	0.0020168930939503424	56000.0
gb|CP001840.1|-|1610636-1613960|ARO:3003730|Bifidobacteria	1.2154031287605294	0.001482244795708735	160000.0
