genome	coverage	abundance	hits_per_million
gb|AB039845.1|+|25-1945|ARO:3000186|tetM	804.6333333333804	0.5779886203576096	61184000.0
gb|HM990671|+|5192-6671|ARO:3003112|lsaC	325.194050033785	0.23359517004952962	19048000.0
gb|Z21523|+|0-1974|ARO:3000191|tetQ	62.62613981763105	0.04498595155331191	4896000.0
gb|M18896.2|+|206-2126|ARO:3000190|tetO	52.4989583333336	0.03771133911590373	3992000.0
gb|AF227521.1|+|3269-4487|ARO:3000616|mel	22.55500821018053	0.016201836957897228	1088000.0
gb|EU722333.1|+|1932-3852|ARO:3000196|tet32	20.936458333333206	0.01503919135083118	1592000.0
gb|AF472622|+|52-1018|ARO:3003003|CfxA3	18.819875776397524	0.013518796182900241	720000.0
gb|KU736867.1|+|19653-21573|ARO:3004442|tet(W/N/W)	18.201041666666626	0.013074271877858312	1384000.0
gb|AJ222769.3|+|3686-5606|ARO:3000194|tetW	13.887500000000024	0.009975745016631815	1056000.0
gb|AY769934|+|27-993|ARO:3003096|CfxA5	11.501035196687397	0.00826148655621683	440000.0
gb|AY769933|+|0-966|ARO:3003005|CfxA4	10.455486542443087	0.00751044232383348	400000.0
gb|AF242872.1|+|2131-2878|ARO:3000375|ErmB	9.46452476572958	0.0067986092361126986	280000.0
gb|AF118110.1|-|71-1037|ARO:3003002|CfxA2	8.573498964803328	0.006158562705543451	328000.0
gb|U38243|+|149-1115|ARO:3003001|CfxA	8.364389233954466	0.006008353859066781	320000.0
gb|AF002716.1|+|210-942|ARO:3005099|23S	4.415300546448091	0.0031716228567532814	128000.0
