genome	coverage	abundance	hits_per_million
gb|AB039845.1|+|25-1945|ARO:3000186|tetM	200.94791666667226	0.26701822530025454	15280000.0
gb|HM990671|+|5192-6671|ARO:3003112|lsaC	137.39824205544565	0.18257384978952942	8048000.0
gb|AF227521.1|+|3269-4487|ARO:3000616|mel	129.85714285714053	0.17255328845131593	6264000.0
gb|M17124|+|1181-1982|ARO:3000498|ErmF	66.32459425717902	0.08813166986790974	2104000.0
gb|Z21523|+|0-1974|ARO:3000191|tetQ	63.95643363728666	0.0849848741387531	5000000.0
gb|M18896.2|+|206-2126|ARO:3000190|tetO	45.134375	0.05997425060408692	3432000.0
gb|AF002716.1|+|210-942|ARO:3005099|23S	21.800546448087374	0.028968417885118142	632000.0
gb|AF472622|+|52-1018|ARO:3003003|CfxA3	16.101449275362363	0.021395496313609663	616000.0
gb|AF242872.1|+|2131-2878|ARO:3000375|ErmB	12.979919678714852	0.01724762901075209	384000.0
gb|EU722333.1|+|1932-3852|ARO:3000196|tet32	11.67812500000002	0.015517813093365173	888000.0
gb|AY769934|+|27-993|ARO:3003096|CfxA5	10.455486542443087	0.01389317942442185	400000.0
gb|AF118110.1|-|71-1037|ARO:3003002|CfxA2	9.409937888198776	0.012503861481979663	360000.0
gb|AY769933|+|0-966|ARO:3003005|CfxA4	8.991718426501052	0.011948134305002788	344000.0
gb|AJ222769.3|+|3686-5606|ARO:3000194|tetW	8.627083333333346	0.01146360967257607	656000.0
gb|U38243|+|149-1115|ARO:3003001|CfxA	6.900621118012432	0.009169498420118414	264000.0
gb|KU736867.1|+|19653-21573|ARO:3004442|tet(W/N/W)	1.9989583333333314	0.0026562022412066444	152000.0
