genome	coverage	abundance	hits_per_million
gb|AB039845.1|+|25-1945|ARO:3000186|tetM	831.2510416667291	0.47523391653623676	63208000.0
gb|AF227521.1|+|3269-4487|ARO:3000616|mel	322.90147783252326	0.18460576441263887	15576000.0
gb|HM990671|+|5192-6671|ARO:3003112|lsaC	270.28938471940495	0.1545269436785522	15832000.0
gb|Z21523|+|0-1974|ARO:3000191|tetQ	114.20060790273382	0.06528954484750518	8928000.0
gb|AF242872.1|+|2131-2878|ARO:3000375|ErmB	103.2985274431057	0.05905672451342917	3056000.0
gb|AF002716.1|+|210-942|ARO:3005099|23S	22.90437158469939	0.013094641291724295	664000.0
gb|AF472622|+|52-1018|ARO:3003003|CfxA3	20.074534161490675	0.011476797037242782	768000.0
gb|M17124|+|1181-1982|ARO:3000498|ErmF	12.609238451935092	0.007208818363748791	400000.0
gb|AY769933|+|0-966|ARO:3003005|CfxA4	11.710144927536259	0.006694798271724974	448000.0
gb|AF118110.1|-|71-1037|ARO:3003002|CfxA2	10.664596273291949	0.006097048426035243	408000.0
gb|U38243|+|149-1115|ARO:3003001|CfxA	9.200828157349914	0.00526019864206962	352000.0
gb|AY769934|+|27-993|ARO:3003096|CfxA5	8.78260869565219	0.005021098703793728	336000.0
gb|M18896.2|+|206-2126|ARO:3000190|tetO	7.048958333333342	0.004029954740909443	536000.0
gb|M36726.1|+|295-1150|ARO:3000596|ErmX	2.362573099415205	0.0013507049144708253	80000.0
gb|GQ342996|+|797-1793|ARO:3003097|CfxA6	1.0140562248995986	0.0005797453322653392	40000.0
gb|AJ313523.1|+|162-894|ARO:3000599|Erm(33)	0.8278688524590163	0.0004733002876526866	24000.0
