genome	coverage	abundance	hits_per_million
gb|HM990671|+|5192-6671|ARO:3003112|lsaC	108.58012170385608	0.31633619467198754	6360000.0
gb|AF227521.1|+|3269-4487|ARO:3000616|mel	76.95238095238128	0.22419226447193163	3712000.0
gb|AB039845.1|+|25-1945|ARO:3000186|tetM	64.80833333333403	0.18881192273495617	4928000.0
gb|M18896.2|+|206-2126|ARO:3000190|tetO	41.557291666666536	0.12107258032517314	3160000.0
gb|Z21523|+|0-1974|ARO:3000191|tetQ	11.051671732522758	0.03219782521671334	864000.0
gb|EU722333.1|+|1932-3852|ARO:3000196|tet32	10.415625000000016	0.030344773296689106	792000.0
gb|AJ222769.3|+|3686-5606|ARO:3000194|tetW	6.312500000000007	0.018390771694963087	480000.0
gb|NC_008618.1|-|1667063-1670624|ARO:3004480|Bifidobacterium	3.743892165122148	0.01090741640543721	528000.0
gb|KU736867.1|+|19653-21573|ARO:3004442|tet(W/N/W)	3.6822916666666683	0.010727950155395126	280000.0
gb|AF002716.1|+|210-942|ARO:3005099|23S	3.311475409836067	0.009647617938341284	96000.0
gb|AF242872.1|+|2131-2878|ARO:3000375|ErmB	3.2449799196787135	0.009453890670503097	96000.0
gb|AF118110.1|-|71-1037|ARO:3003002|CfxA2	2.509316770186335	0.007310617319736869	96000.0
gb|U38243|+|149-1115|ARO:3003001|CfxA	1.881987577639751	0.005482962989802651	72000.0
gb|AF472622|+|52-1018|ARO:3003003|CfxA3	1.6728778467908898	0.004873744879824579	64000.0
gb|AY769934|+|27-993|ARO:3003096|CfxA5	1.4637681159420286	0.004264526769846507	56000.0
gb|AY769933|+|0-966|ARO:3003005|CfxA4	1.0455486542443062	0.003046090549890362	40000.0
gb|M17124|+|1181-1982|ARO:3000498|ErmF	1.0087390761548065	0.0029388499088080803	32000.0
