genome	coverage	abundance	hits_per_million
gb|AB039845.1|+|25-1945|ARO:3000186|tetM	151.1843750000038	0.2632214076837391	11496000.0
gb|Z21523|+|0-1974|ARO:3000191|tetQ	108.98176291793177	0.1897440330531035	8520000.0
gb|M17124|+|1181-1982|ARO:3000498|ErmF	103.90012484394624	0.18089658484839505	3296000.0
gb|HM990671|+|5192-6671|ARO:3003112|lsaC	54.35835023664724	0.09464127141879336	3184000.0
gb|AF227521.1|+|3269-4487|ARO:3000616|mel	22.7208538587848	0.03955842087838574	1096000.0
gb|AF242872.1|+|2131-2878|ARO:3000375|ErmB	20.551539491298517	0.03578150953077932	608000.0
gb|AF118110.1|-|71-1037|ARO:3003002|CfxA2	17.146997929606655	0.029853990748588338	656000.0
gb|M18896.2|+|206-2126|ARO:3000190|tetO	15.044791666666693	0.026193918788290752	1144000.0
gb|AF472622|+|52-1018|ARO:3003003|CfxA3	13.592132505176018	0.02366474876412492	520000.0
gb|AY769933|+|0-966|ARO:3003005|CfxA4	12.337474120082845	0.02148031041666723	472000.0
gb|U38243|+|149-1115|ARO:3003001|CfxA	12.337474120082845	0.02148031041666723	472000.0
gb|AY769934|+|27-993|ARO:3003096|CfxA5	11.919254658385121	0.020752164300848003	456000.0
gb|AF002716.1|+|210-942|ARO:3005099|23S	11.866120218579224	0.020659653933674183	344000.0
gb|EU722333.1|+|1932-3852|ARO:3000196|tet32	5.891666666666673	0.010257758406603363	448000.0
gb|AJ222769.3|+|3686-5606|ARO:3000194|tetW	4.839583333333337	0.008426015833995618	368000.0
gb|NC_008618.1|-|1667063-1670624|ARO:3004480|Bifidobacterium	3.34681269306374	0.0058270092284471945	472000.0
gb|KU736867.1|+|19653-21573|ARO:3004442|tet(W/N/W)	2.2093749999999983	0.0038466594024762542	168000.0
gb|CP001840.1|-|1610636-1613960|ARO:3003730|Bifidobacteria	1.0938628158844768	0.0019044832523863887	144000.0
gb|U00096.3|+|966620-968369|ARO:3003950|msbA	1.039451114922813	0.0018097490940344066	72000.0
