genome	coverage	abundance	hits_per_million
gb|HM990671|+|5192-6671|ARO:3003112|lsaC	225.08181203516372	0.39546839162717157	13184000.0
gb|AF227521.1|+|3269-4487|ARO:3000616|mel	176.7914614121464	0.3106223211280886	8528000.0
gb|AB039845.1|+|25-1945|ARO:3000186|tetM	65.12395833333404	0.11442269291156686	4952000.0
gb|Z21523|+|0-1974|ARO:3000191|tetQ	50.8581560283699	0.08935770057920554	3976000.0
gb|AF472622|+|52-1018|ARO:3003003|CfxA3	9.200828157349914	0.016165840678662707	352000.0
gb|AY769934|+|27-993|ARO:3003096|CfxA5	7.109730848861294	0.012491785978966633	272000.0
gb|M18896.2|+|206-2126|ARO:3000190|tetO	6.522916666666674	0.01146075437886442	496000.0
gb|U38243|+|149-1115|ARO:3003001|CfxA	5.436853002070397	0.00955254221920977	208000.0
gb|AF118110.1|-|71-1037|ARO:3003002|CfxA2	5.227743271221535	0.009185136749240163	200000.0
gb|AF242872.1|+|2131-2878|ARO:3000375|ErmB	5.137884872824629	0.009027255683831528	152000.0
gb|AY769933|+|0-966|ARO:3003005|CfxA4	3.763975155279502	0.006613298459452912	144000.0
gb|AJ222769.3|+|3686-5606|ARO:3000194|tetW	3.261458333333334	0.005730377189432204	248000.0
gb|NC_008618.1|-|1667063-1670624|ARO:3004480|Bifidobacterium	2.2690255546194895	0.003986674349796572	320000.0
gb|KU736867.1|+|19653-21573|ARO:3004442|tet(W/N/W)	1.7885416666666651	0.0031424649103337864	136000.0
gb|EU722333.1|+|1932-3852|ARO:3000196|tet32	1.578124999999999	0.0027727631561768706	120000.0
